LogID,Timestamp,ClientIP,HTTPMethod,StatusCode,RequestPath,Referer,UserAgent
327,29/Jan/2025:01:54:12 +0000,43.157.207.78,GET,200,/,https://sylvainkalache.com/,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
328,29/Jan/2025:01:54:34 +0000,::1,OPTIONS,200,*,-,Apache/2.4.52 (Ubuntu) OpenSSL/3.0.2 (internal dummy connection)
329,29/Jan/2025:01:54:53 +0000,::1,OPTIONS,200,*,-,Apache/2.4.52 (Ubuntu) OpenSSL/3.0.2 (internal dummy connection)
330,29/Jan/2025:01:55:00 +0000,::1,OPTIONS,200,*,-,Apache/2.4.52 (Ubuntu) OpenSSL/3.0.2 (internal dummy connection)
331,29/Jan/2025:01:55:12 +0000,::1,OPTIONS,200,*,-,Apache/2.4.52 (Ubuntu) OpenSSL/3.0.2 (internal dummy connection)
332,29/Jan/2025:01:55:30 +0000,::1,OPTIONS,200,*,-,Apache/2.4.52 (Ubuntu) OpenSSL/3.0.2 (internal dummy connection)
333,29/Jan/2025:01:56:09 +0000,::1,OPTIONS,200,*,-,Apache/2.4.52 (Ubuntu) OpenSSL/3.0.2 (internal dummy connection)
334,29/Jan/2025:01:56:26 +0000,::1,OPTIONS,200,*,-,Apache/2.4.52 (Ubuntu) OpenSSL/3.0.2 (internal dummy connection)
335,29/Jan/2025:01:57:35 +0000,::1,OPTIONS,200,*,-,Apache/2.4.52 (Ubuntu) OpenSSL/3.0.2 (internal dummy connection)
336,29/Jan/2025:01:58:49 +0000,162.158.127.180,POST,401,/wp-admin/admin-ajax.php?action=podcast_player_bg_jobs&nonce=081eb82c8c,-,WordPress/6.7.1; https://rootly.com
337,29/Jan/2025:01:58:49 +0000,172.69.135.90,GET,200,/,http://rootly.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
338,29/Jan/2025:01:59:09 +0000,::1,OPTIONS,200,*,-,Apache/2.4.52 (Ubuntu) OpenSSL/3.0.2 (internal dummy connection)
339,29/Jan/2025:01:59:14 +0000,::1,OPTIONS,200,*,-,Apache/2.4.52 (Ubuntu) OpenSSL/3.0.2 (internal dummy connection)
340,29/Jan/2025:02:05:32 +0000,45.148.10.242,GET,301,/,-,Hello World/1.0
341,29/Jan/2025:02:05:41 +0000,15.235.49.49,POST,200,/wp-cron.php?doing_wp_cron=1738116341.6561169624328613281250,-,WordPress/6.7.1; https://rootly.com
342,29/Jan/2025:02:05:41 +0000,20.121.66.49,GET,200,/wp-login.php,-,GRequests/0.10
343,29/Jan/2025:02:05:54 +0000,20.121.66.49,POST,200,/wp-login.php,-,GRequests/0.10
344,29/Jan/2025:02:09:56 +0000,45.61.187.62,GET,301,/wp-login.php,-,\
345,29/Jan/2025:02:11:36 +0000,45.61.187.62,GET,301,/wp-login.php,-,\
346,29/Jan/2025:02:13:22 +0000,15.235.49.49,POST,200,/wp-cron.php?doing_wp_cron=1738116802.0464780330657958984375,-,WordPress/6.5.5; https://www.sylvainkalache.com
347,29/Jan/2025:02:13:22 +0000,45.61.187.62,GET,200,/wp-login.php,-,\
348,29/Jan/2025:02:14:11 +0000,172.71.154.152,GET,301,/,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
349,29/Jan/2025:02:14:13 +0000,172.69.134.248,GET,200,/,http://rootly.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
350,29/Jan/2025:02:15:47 +0000,45.61.187.62,GET,301,/?author=1,http://www.google.com.hk,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
351,29/Jan/2025:02:16:54 +0000,94.156.167.156,GET,301,/wp-includes/js/wp-emoji-release.min.js,www.google.com,"Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
352,29/Jan/2025:02:16:55 +0000,94.156.167.156,GET,200,/wp-includes/js/wp-emoji-release.min.js,www.google.com,"Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
353,29/Jan/2025:02:16:56 +0000,94.156.167.156,GET,301,/wp-includes/js/wp-emoji-release.min.js,www.google.com,"Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
354,29/Jan/2025:02:16:58 +0000,94.156.167.156,GET,200,/wp-includes/js/wp-emoji-release.min.js,www.google.com,"Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
355,29/Jan/2025:02:17:31 +0000,45.61.187.62,GET,301,/?author=1,http://www.google.com.hk,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
356,29/Jan/2025:02:19:38 +0000,45.61.187.62,GET,301,/?author=1,http://www.google.com.hk,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
357,29/Jan/2025:02:21:48 +0000,45.61.187.62,GET,200,/author/sylvain/,http://www.google.com.hk,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
358,29/Jan/2025:02:24:10 +0000,195.3.223.55,GET,301,/,-,-
359,29/Jan/2025:02:24:19 +0000,194.50.16.252,GET,301,/env,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0
360,29/Jan/2025:02:24:21 +0000,194.50.16.252,GET,301,/actuator/env,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36"
361,29/Jan/2025:02:24:23 +0000,194.50.16.252,GET,301,/admin/actuator/env,-,"Mozilla/5.0 (Fedora; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
362,29/Jan/2025:02:24:27 +0000,194.50.16.252,GET,301,/api/env,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0
363,29/Jan/2025:02:24:29 +0000,194.50.16.252,GET,301,/admin/env,-,Mozilla/5.0 (ZZ; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0
364,29/Jan/2025:02:24:33 +0000,194.50.16.252,GET,301,/api/actuator/env,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14.4) AppleWebKit/616.33 (KHTML, like Gecko) Version/17.6 Safari/616.33"
365,29/Jan/2025:02:24:39 +0000,194.50.16.252,GET,301,/env;,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
366,29/Jan/2025:02:24:43 +0000,194.50.16.252,GET,301,/actuator;/env;,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
367,29/Jan/2025:02:24:45 +0000,194.50.16.252,GET,301,/config/env,-,Mozilla/5.0 (Ubuntu; Linux i686; rv:124.0) Gecko/20100101 Firefox/124.0
368,29/Jan/2025:02:24:46 +0000,194.50.16.252,GET,301,/config/actuator/env,-,"Mozilla/5.0 (CentOS; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
369,29/Jan/2025:02:24:48 +0000,194.50.16.252,GET,301,//actuator/env,-,Mozilla/5.0 (SS; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
370,29/Jan/2025:02:24:50 +0000,194.50.16.252,GET,301,//env,-,Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
371,29/Jan/2025:02:24:53 +0000,194.50.16.252,GET,301,/sylvainkalache/actuator/env,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36"
372,29/Jan/2025:02:24:55 +0000,194.50.16.252,GET,301,/sylvainkalache/env,-,"Mozilla/5.0 (Knoppix; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
373,29/Jan/2025:02:28:30 +0000,45.61.187.62,GET,301,/?author=2,http://www.google.com.hk,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
374,29/Jan/2025:02:29:52 +0000,121.229.156.83,GET,301,/,-,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)
375,29/Jan/2025:02:29:53 +0000,15.235.49.49,POST,200,/wp-cron.php?doing_wp_cron=1738117793.9075789451599121093750,-,WordPress/6.5.5; https://www.sylvainkalache.com
376,29/Jan/2025:02:29:53 +0000,121.229.156.83,GET,200,/,-,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)
377,29/Jan/2025:02:30:37 +0000,45.61.187.62,GET,301,/?author=2,http://www.google.com.hk,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
378,29/Jan/2025:02:32:44 +0000,45.61.187.62,GET,404,/?author=2,http://www.google.com.hk,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
379,29/Jan/2025:02:32:45 +0000,66.102.9.1,HEAD,301,/feed/rss,-,FeedBurner/1.0 (http://www.FeedBurner.com)
380,29/Jan/2025:02:32:46 +0000,66.102.9.3,HEAD,200,/feed/,-,FeedBurner/1.0 (http://www.FeedBurner.com)
381,29/Jan/2025:02:33:10 +0000,172.70.255.234,GET,200,/wp-login.php,-,GRequests/0.10
382,29/Jan/2025:02:33:10 +0000,172.70.82.24,POST,200,/wp-login.php,-,GRequests/0.10
383,29/Jan/2025:02:35:02 +0000,172.70.255.233,GET,200,/wp-login.php,-,GRequests/0.10
384,29/Jan/2025:02:35:03 +0000,172.70.83.58,POST,200,/wp-login.php,-,GRequests/0.10
385,29/Jan/2025:02:35:02 +0000,162.158.126.37,POST,200,/wp-cron.php?doing_wp_cron=1738118102.5015349388122558593750,-,WordPress/6.7.1; https://rootly.com
386,29/Jan/2025:02:41:16 +0000,51.222.253.1,GET,200,/2024/12/30/keda-kubernetes-event-driven-autoscaling/feed/,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
387,29/Jan/2025:02:43:05 +0000,162.158.127.154,POST,200,/wp-cron.php?doing_wp_cron=1738118585.5036849975585937500000,-,WordPress/6.7.1; https://rootly.com
388,29/Jan/2025:02:43:05 +0000,64.23.218.208,GET,200,/,-,-
389,29/Jan/2025:02:43:07 +0000,64.23.218.208,GET,200,/,-,"Mozilla/5.0 (Linux; Android 6.0; HTC One M9 Build/MRA75227) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2670.98 Mobile Safari/537.3"
390,29/Jan/2025:02:43:07 +0000,64.23.218.208,GET,404,/actuator/env,-,Go-http-client/1.1
391,29/Jan/2025:02:43:08 +0000,64.23.218.208,GET,404,/server,-,Go-http-client/1.1
392,29/Jan/2025:02:43:08 +0000,64.23.218.208,GET,404,/.vscode/sftp.json,-,Go-http-client/1.1
393,29/Jan/2025:02:43:08 +0000,64.23.218.208,GET,301,/about,-,Go-http-client/1.1
394,29/Jan/2025:02:43:09 +0000,64.23.218.208,GET,404,/debug/default/view?panel=config,-,Go-http-client/1.1
395,29/Jan/2025:02:43:09 +0000,64.23.218.208,GET,404,/v2/_catalog,-,Go-http-client/1.1
396,29/Jan/2025:02:43:09 +0000,64.23.218.208,GET,404,/ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application,-,Go-http-client/1.1
397,29/Jan/2025:02:43:10 +0000,64.23.218.208,GET,403,/server-status,-,Go-http-client/1.1
398,29/Jan/2025:02:43:10 +0000,64.23.218.208,GET,404,/login.action,-,Go-http-client/1.1
399,29/Jan/2025:02:43:10 +0000,64.23.218.208,GET,404,/_all_dbs,-,Mozilla/5.0 (l9scan/2.0.9343e29343e2533323e25313; +https://leakix.net)
400,29/Jan/2025:02:43:10 +0000,64.23.218.208,GET,404,/.DS_Store,-,Go-http-client/1.1
401,29/Jan/2025:02:43:11 +0000,64.23.218.208,GET,404,/.env,-,Go-http-client/1.1
402,29/Jan/2025:02:43:11 +0000,64.23.218.208,GET,404,/.git/config,-,Go-http-client/1.1
403,29/Jan/2025:02:43:11 +0000,64.23.218.208,GET,404,/s/9343e29343e2533323e25313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties,-,Go-http-client/1.1
404,29/Jan/2025:02:43:12 +0000,64.23.218.208,GET,404,/config.json,-,Go-http-client/1.1
405,29/Jan/2025:02:43:12 +0000,64.23.218.208,GET,404,/telescope/requests,-,Go-http-client/1.1
406,29/Jan/2025:02:43:12 +0000,64.23.218.208,GET,404,/info.php,-,Go-http-client/1.1
407,29/Jan/2025:02:43:13 +0000,64.23.218.208,GET,200,/?rest_route=/wp/v2/users/,-,Go-http-client/1.1
408,29/Jan/2025:02:43:15 +0000,::1,OPTIONS,200,*,-,Apache/2.4.52 (Ubuntu) OpenSSL/3.0.2 (internal dummy connection)
409,29/Jan/2025:02:51:07 +0000,162.158.126.173,POST,401,/wp-admin/admin-ajax.php?action=podcast_player_bg_jobs&nonce=081eb82c8c,-,WordPress/6.7.1; https://rootly.com
410,29/Jan/2025:02:51:07 +0000,162.158.127.179,POST,200,/wp-cron.php?doing_wp_cron=1738119066.8964190483093261718750,-,WordPress/6.7.1; https://rootly.com
411,29/Jan/2025:02:51:07 +0000,162.158.127.48,POST,401,/wp-admin/admin-ajax.php?action=podcast_player_bg_jobs&nonce=081eb82c8c,-,WordPress/6.7.1; https://rootly.com
412,29/Jan/2025:02:51:06 +0000,172.71.255.83,GET,200,/robots.txt,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
413,29/Jan/2025:02:51:07 +0000,162.158.127.11,POST,401,/wp-admin/admin-ajax.php?action=podcast_player_bg_jobs&nonce=081eb82c8c,-,WordPress/6.7.1; https://rootly.com
414,29/Jan/2025:02:51:07 +0000,172.71.254.54,GET,200,/wp-json/oembed/1.0/embed?format=xml&url=https%3A%2F%2Frootly.com%2Fabout%2F,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
415,29/Jan/2025:02:51:13 +0000,::1,OPTIONS,200,*,-,Apache/2.4.52 (Ubuntu) OpenSSL/3.0.2 (internal dummy connection)
416,29/Jan/2025:02:53:23 +0000,162.158.127.58,POST,200,/wp-cron.php?doing_wp_cron=1738119203.5647420883178710937500,-,WordPress/6.7.1; https://rootly.com
417,29/Jan/2025:02:53:23 +0000,45.58.159.138,GET,404,/.env,-,Mozilla/5.0 Keydrop
418,29/Jan/2025:02:53:24 +0000,45.58.159.138,GET,400,/,-,-
419,29/Jan/2025:02:55:52 +0000,106.38.226.48,GET,200,/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-16-at-13.48.54-920x540.jpeg,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0
420,29/Jan/2025:02:56:16 +0000,5.181.190.248,GET,200,/,-,-
421,29/Jan/2025:02:57:26 +0000,15.235.49.49,POST,200,/wp-cron.php?doing_wp_cron=1738119446.1933789253234863281250,-,WordPress/6.5.5; https://www.sylvainkalache.com
422,29/Jan/2025:02:57:26 +0000,99.114.233.134,GET,200,/,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
423,29/Jan/2025:02:57:26 +0000,99.114.233.134,GET,304,/wp-content/cache/minify/a5ff7.css,https://www.sylvainkalache.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
424,29/Jan/2025:02:57:26 +0000,99.114.233.134,GET,200,/wp-content/cache/minify/818c0.js,https://www.sylvainkalache.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
425,29/Jan/2025:02:57:26 +0000,99.114.233.134,GET,304,/wp-content/cache/minify/0a773.css,https://www.sylvainkalache.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
426,29/Jan/2025:02:57:26 +0000,99.114.233.134,GET,304,/wp-content/cache/minify/2608a.js,https://www.sylvainkalache.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
427,29/Jan/2025:02:57:26 +0000,99.114.233.134,GET,200,/favicon.ico,https://www.sylvainkalache.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
428,29/Jan/2025:02:57:46 +0000,99.114.233.134,-,408,-,-,-
429,29/Jan/2025:02:57:46 +0000,99.114.233.134,-,408,-,-,-
430,29/Jan/2025:03:04:20 +0000,162.158.126.173,POST,401,/wp-admin/admin-ajax.php?action=podcast_player_bg_jobs&nonce=081eb82c8c,-,WordPress/6.7.1; https://rootly.com
431,29/Jan/2025:03:04:20 +0000,172.71.254.205,GET,200,/wp-json/oembed/1.0/embed?format=xml&url=https%3A%2F%2Frootly.com%2F2024%2F05%2F29%2Fapra-american-privacy-rights-act-explained%2F,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
432,29/Jan/2025:03:06:41 +0000,179.43.191.146,GET,301,/,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
433,29/Jan/2025:03:09:30 +0000,15.235.49.49,POST,200,/wp-cron.php?doing_wp_cron=1738120170.3996009826660156250000,-,WordPress/6.7.1; https://rootly.com
434,29/Jan/2025:03:09:30 +0000,66.249.66.200,GET,200,/2024/10/16/knative-build-serverless-and-event-driven-applications/,-,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.110 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
435,29/Jan/2025:03:10:06 +0000,162.158.103.101,GET,301,/,-,python-requests/2.32.3
436,29/Jan/2025:03:10:07 +0000,162.158.103.101,GET,200,/,-,python-requests/2.32.3
437,29/Jan/2025:03:10:11 +0000,162.158.102.95,GET,200,/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,-,python-requests/2.32.3
438,29/Jan/2025:03:10:14 +0000,162.158.103.222,GET,200,/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1,-,python-requests/2.32.3
439,29/Jan/2025:03:10:16 +0000,162.158.103.214,GET,200,/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.19,-,python-requests/2.32.3
440,29/Jan/2025:03:10:19 +0000,162.158.102.252,GET,200,/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.19,-,python-requests/2.32.3
441,29/Jan/2025:03:10:21 +0000,162.158.102.219,GET,200,/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3,-,python-requests/2.32.3
442,29/Jan/2025:03:10:22 +0000,162.158.172.222,GET,200,/wp-includes/js/jquery/ui/tabs.min.js?ver=1.13.3,-,python-requests/2.32.3
443,29/Jan/2025:03:10:25 +0000,172.68.159.96,GET,200,/wp-content/themes/betheme/js/plugins/debouncedresize.min.js?ver=27.6.1,-,python-requests/2.32.3
444,29/Jan/2025:03:10:26 +0000,172.69.155.76,GET,200,/wp-content/themes/betheme/js/plugins/magnificpopup.min.js?ver=27.6.1,-,python-requests/2.32.3
445,29/Jan/2025:03:10:27 +0000,172.69.155.4,GET,200,/wp-content/themes/betheme/js/menu.js?ver=27.6.1,-,python-requests/2.32.3
446,29/Jan/2025:03:10:29 +0000,162.158.103.20,GET,200,/wp-content/themes/betheme/js/plugins/visible.min.js?ver=27.6.1,-,python-requests/2.32.3
447,29/Jan/2025:03:10:30 +0000,172.68.159.183,GET,200,/wp-content/themes/betheme/assets/animations/animations.min.js?ver=27.6.1,-,python-requests/2.32.3
448,29/Jan/2025:03:10:31 +0000,162.158.103.197,GET,200,/wp-content/themes/betheme/assets/jplayer/jplayer.min.js?ver=27.6.1,-,python-requests/2.32.3
449,29/Jan/2025:03:10:33 +0000,162.158.103.55,GET,200,/wp-content/themes/betheme/js/plugins/enllax.min.js?ver=27.6.1,-,python-requests/2.32.3
450,29/Jan/2025:03:10:34 +0000,162.158.102.41,GET,200,/wp-content/themes/betheme/js/parallax/translate3d.js?ver=27.6.1,-,python-requests/2.32.3
451,29/Jan/2025:03:10:35 +0000,172.68.159.62,GET,200,/wp-content/themes/betheme/js/scripts.js?ver=27.6.1,-,python-requests/2.32.3
452,29/Jan/2025:03:10:36 +0000,172.69.155.11,GET,200,/wp-includes/js/comment-reply.min.js?ver=6.7.1,-,python-requests/2.32.3
453,29/Jan/2025:03:10:37 +0000,162.158.172.155,GET,200,/wp-content/themes/betheme/js/plugins/waypoints.min.js?ver=27.6.1,-,python-requests/2.32.3
454,29/Jan/2025:03:10:38 +0000,172.69.155.52,GET,200,/wp-content/themes/betheme/js/plugins/chart.min.js?ver=27.6.1,-,python-requests/2.32.3
455,29/Jan/2025:03:10:39 +0000,162.158.103.128,GET,200,/wp-content/themes/betheme/js/plugins/countdown.min.js?ver=27.6.1,-,python-requests/2.32.3
456,29/Jan/2025:03:10:41 +0000,172.69.155.50,GET,200,/wp-content/themes/betheme/js/plugins/slick.min.js?ver=27.6.1,-,python-requests/2.32.3
457,29/Jan/2025:03:13:23 +0000,162.158.127.48,POST,401,/wp-admin/admin-ajax.php?action=podcast_player_bg_jobs&nonce=081eb82c8c,-,WordPress/6.7.1; https://rootly.com
458,29/Jan/2025:03:13:23 +0000,172.69.225.226,GET,301,/,-,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
459,29/Jan/2025:03:21:20 +0000,15.235.49.49,POST,200,/wp-cron.php?doing_wp_cron=1738120880.0392239093780517578125,-,WordPress/6.5.5; https://www.sylvainkalache.com
460,29/Jan/2025:03:21:19 +0000,99.114.233.134,GET,200,/,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
461,29/Jan/2025:03:21:20 +0000,99.114.233.134,GET,200,/favicon.ico,https://www.sylvainkalache.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
462,29/Jan/2025:03:21:40 +0000,99.114.233.134,-,408,-,-,-
463,29/Jan/2025:03:21:40 +0000,99.114.233.134,-,408,-,-,-
464,29/Jan/2025:03:23:37 +0000,43.155.169.133,GET,301,/,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
465,29/Jan/2025:03:23:41 +0000,43.155.169.133,GET,200,/,http://rootly.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
466,29/Jan/2025:03:26:18 +0000,66.102.9.2,HEAD,301,/feed/rss,-,FeedBurner/1.0 (http://www.FeedBurner.com)
467,29/Jan/2025:03:26:18 +0000,66.102.9.2,HEAD,200,/feed/,-,FeedBurner/1.0 (http://www.FeedBurner.com)
468,29/Jan/2025:03:26:47 +0000,17.241.219.157,GET,301,/robots.txt,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
469,29/Jan/2025:03:26:48 +0000,17.241.75.192,GET,200,/robots.txt,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
470,29/Jan/2025:03:26:48 +0000,17.241.219.157,GET,301,/,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
471,29/Jan/2025:03:26:48 +0000,17.241.75.192,GET,200,/,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
472,29/Jan/2025:03:27:50 +0000,45.148.10.242,GET,301,/,-,Hello World/1.0
473,29/Jan/2025:03:28:43 +0000,143.198.91.39,GET,301,/,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
474,29/Jan/2025:03:28:44 +0000,143.198.91.39,GET,301,/,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
475,29/Jan/2025:03:28:46 +0000,143.198.91.39,GET,301,//wp-includes/wlwmanifest.xml,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
476,29/Jan/2025:03:28:46 +0000,143.198.91.39,GET,200,//xmlrpc.php?rsd,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
